id,review_date,product_type,product_name,review_text
248,2023-10-13,time hourglass,Laggy Hourglass,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Laggy Hourglass'. Clearly had a long life before me, but it still has plenty of magic left."
249,2024-07-10,enchanted mirror,Mirror of Deep Regrets,Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  This is a second hand enchanted mirror called 'Mirror of Deep Regrets'. Seller included a warning note that I really should have taken more seriously.
250,2023-11-25,dragon egg,Mystery Omelette,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Mystery Omelette'. You can still feel a bit of the previous owner's energy in the item."
251,2021-12-22,time hourglass,Deadline Bender,"Good starter item if you are okay with minor hauntings and occasional time loops.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Deadline Bender'. Clearly had a long life before me, but it still has plenty of magic left."
252,2025-09-01,wish coin,Almost Lucky Penny,"It works, but there is definitely some history attached. You can hear it sigh every time you pick it up.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Almost Lucky Penny'. Clearly had a long life before me, but it still has plenty of magic left."
253,2024-02-08,enchanted mirror,FilterFree Reflection,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  This is a second hand enchanted mirror called 'FilterFree Reflection'. You can still feel a bit of the previous owner's energy in the item."
254,2025-09-02,necromancer's grimoire,HR For Spirits,The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'HR For Spirits'. Seller included a warning note that I really should have taken more seriously.
255,2024-05-05,invisibility cloak,Hide N Seek Pro,"Bought this second hand and honestly it changed my life. Used it once and now I am technically a minor king of a small valley.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Hide N Seek Pro'. Seller included a warning note that I really should have taken more seriously."
256,2023-09-16,truth serum,Spill It Drops,"Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  This is a second hand truth serum called 'Spill It Drops'. Clearly had a long life before me, but it still has plenty of magic left."
257,2021-05-20,talking sword,Drama Saber,"Does technically work, but it keeps calling my mom to report my life choices.  Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. Keeps rating my fighting form like a reality show judge. This is a second hand talking sword called 'Drama Saber'. Seller included a warning note that I really should have taken more seriously."
258,2022-10-25,truth serum,Tell All Elixir,Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  This is a second hand truth serum called 'Tell All Elixir'. Came with some notes scribbled in the margins that were actually very helpful.
259,2024-02-27,enchanted mirror,Exposer Glass,Used it at a family reunion. No casualties and everyone finally apologized. That alone is worth five stars.  This is a second hand enchanted mirror called 'Exposer Glass'. Seller included a warning note that I really should have taken more seriously.
260,2025-08-21,wish coin,Three Wish-ish Coin,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Three Wish-ish Coin'. Clearly had a long life before me, but it still has plenty of magic left."
261,2025-06-15,dragon egg,Fire Hazard Egg,"Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Fire Hazard Egg'. You can still feel a bit of the previous owner's energy in the item."
262,2025-01-27,lucky charm,Lottery Maybe Keychain,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  This is a second hand lucky charm called 'Lottery Maybe Keychain'. You can still feel a bit of the previous owner's energy in the item."
263,2023-11-05,teleportation stone,Lag Portal Stone,"Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'Lag Portal Stone'. Seller included a warning note that I really should have taken more seriously."
264,2021-08-06,summoning candle,DemonLite,"Does technically work, but it keeps calling my mom to report my life choices.  Lighting it after midnight connects you to something like customer service for demons. Comes with a hold music curse whenever you put it out. This is a second hand summoning candle called 'DemonLite'. Clearly had a long life before me, but it still has plenty of magic left."
265,2022-03-26,truth serum,Honesty Shot,Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  This is a second hand truth serum called 'Honesty Shot'. Seller included a warning note that I really should have taken more seriously.
266,2023-01-28,enchanted mirror,FilterFree Reflection,"Functionally fine, just very unpredictable. Use only if your insurance covers magical incidents.  This is a second hand enchanted mirror called 'FilterFree Reflection'. Came with some notes scribbled in the margins that were actually very helpful."
267,2021-12-05,time hourglass,ChronoDrip,"It works, but there is definitely some history attached. You can hear it sigh every time you pick it up.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'ChronoDrip'. Seller included a warning note that I really should have taken more seriously."
268,2024-10-02,wish coin,Almost Lucky Penny,"Decent condition for second hand magic. Smells like brimstone and lavender.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Almost Lucky Penny'. Clearly had a long life before me, but it still has plenty of magic left."
269,2021-11-16,truth serum,Honesty Shot,"Not great, not terrible. Worked twice, set the toaster on fire once.  This is a second hand truth serum called 'Honesty Shot'. Came with some notes scribbled in the margins that were actually very helpful."
270,2021-11-23,wish coin,Regret Nickel,"Had to recalibrate the runes, but after that it works mostly as advertised.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Regret Nickel'. Seller included a warning note that I really should have taken more seriously."
271,2021-06-04,truth serum,Spill It Drops,Good starter item if you are okay with minor hauntings and occasional time loops.  This is a second hand truth serum called 'Spill It Drops'. Came with some notes scribbled in the margins that were actually very helpful.
272,2025-09-23,talking sword,Drama Saber,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  Keeps rating my fighting form like a reality show judge. This is a second hand talking sword called 'Drama Saber'. Clearly had a long life before me, but it still has plenty of magic left."
273,2025-07-04,talking sword,Overly Honest Edge,"The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  Keeps rating my fighting form like a reality show judge. Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. This is a second hand talking sword called 'Overly Honest Edge'. You can still feel a bit of the previous owner's energy in the item."
274,2021-07-24,enchanted mirror,Truthframe 3000,"Not great, not terrible. Worked twice, set the toaster on fire once.  This is a second hand enchanted mirror called 'Truthframe 3000'. Clearly had a long life before me, but it still has plenty of magic left."
275,2022-01-23,summoning candle,DemonLite,"Used it at a family reunion. No casualties and everyone finally apologized. That alone is worth five stars.  Comes with a hold music curse whenever you put it out. Lighting it after midnight connects you to something like customer service for demons. This is a second hand summoning candle called 'DemonLite'. Clearly had a long life before me, but it still has plenty of magic left."
276,2021-07-27,time hourglass,Deadline Bender,I only meant to impress my date. Accidentally became regional hero. Not complaining.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Deadline Bender'. Came with some notes scribbled in the margins that were actually very helpful.
277,2024-03-03,magic carpet,Patchwork Glider,"Listing said 'lightly cursed' but I am now on my third exorcist this week.  Previous owner's crumbs are still in the fabric and occasionally reassemble into tiny bread elementals. Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'Patchwork Glider'. Came with some notes scribbled in the margins that were actually very helpful."
278,2021-02-17,magic carpet,UberCarpet X,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. Previous owner's crumbs are still in the fabric and occasionally reassemble into tiny bread elementals. This is a second hand magic carpet called 'UberCarpet X'. Seller included a warning note that I really should have taken more seriously."
279,2025-03-04,truth serum,Spill It Drops,I only meant to impress my date. Accidentally became regional hero. Not complaining.  This is a second hand truth serum called 'Spill It Drops'. Seller included a warning note that I really should have taken more seriously.
280,2022-07-22,lucky charm,Rent Day Rabbit Foot,Arrived sticky and haunted. The demon will not stop giving me productivity tips at 3 in the morning.  This is a second hand lucky charm called 'Rent Day Rabbit Foot'. Came with some notes scribbled in the margins that were actually very helpful.
281,2021-02-24,haunted ring,Ring of Red Flags,Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ring of Red Flags'. Seller included a warning note that I really should have taken more seriously.
282,2022-04-12,necromancer's grimoire,Group Chat With The Dead,"Functionally fine, just very unpredictable. Use only if your insurance covers magical incidents.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Group Chat With The Dead'. You can still feel a bit of the previous owner's energy in the item."
283,2023-01-31,invisibility cloak,Introvert's Blanket,"Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Introvert's Blanket'. You can still feel a bit of the previous owner's energy in the item."
284,2021-05-12,necromancer's grimoire,HR For Spirits,The previous owner's problems were clearly not wiped. I keep getting their exes texting me to break up again.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'HR For Spirits'. Came with some notes scribbled in the margins that were actually very helpful.
285,2024-12-27,invisibility cloak,Social Exit Cape,"Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Social Exit Cape'. You can still feel a bit of the previous owner's energy in the item."
286,2024-02-14,wish coin,Three Wish-ish Coin,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Three Wish-ish Coin'. Came with some notes scribbled in the margins that were actually very helpful."
287,2021-08-11,teleportation stone,MetroSkip Stone,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'MetroSkip Stone'. Came with some notes scribbled in the margins that were actually very helpful."
288,2024-06-26,talking sword,Chatterblade,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  Keeps rating my fighting form like a reality show judge. Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. This is a second hand talking sword called 'Chatterblade'. Clearly had a long life before me, but it still has plenty of magic left."
289,2021-04-24,magic carpet,Rug of Maybe Flying,"Honestly a bargain. Retail spellbooks are overpriced. This second hand one summoned exactly the right dragon at the right time.  Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'Rug of Maybe Flying'. Came with some notes scribbled in the margins that were actually very helpful."
290,2023-01-29,talking sword,Overly Honest Edge,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. Keeps rating my fighting form like a reality show judge. This is a second hand talking sword called 'Overly Honest Edge'. Clearly had a long life before me, but it still has plenty of magic left."
291,2024-07-10,necromancer's grimoire,HR For Spirits,"Arrived sticky and haunted. The demon will not stop giving me productivity tips at 3 in the morning.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'HR For Spirits'. Clearly had a long life before me, but it still has plenty of magic left."
292,2024-04-09,cursed doll,Grandma's Knitter,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  Only speaks at night and only in petty complaints about my life choices. Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. This is a second hand cursed doll called 'Grandma's Knitter'. Clearly had a long life before me, but it still has plenty of magic left."
293,2021-10-18,time hourglass,Laggy Hourglass,"Comes with emotional baggage from the previous owner. On the upside, free ghost therapist.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Laggy Hourglass'. Seller included a warning note that I really should have taken more seriously."
294,2023-11-04,talking sword,Motivational Knife,"Honestly a bargain. Retail spellbooks are overpriced. This second hand one summoned exactly the right dragon at the right time.  Keeps rating my fighting form like a reality show judge. Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. This is a second hand talking sword called 'Motivational Knife'. Came with some notes scribbled in the margins that were actually very helpful."
295,2021-03-31,time hourglass,Deadline Bender,I only meant to impress my date. Accidentally became regional hero. Not complaining.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Deadline Bender'. Seller included a warning note that I really should have taken more seriously.
296,2021-06-02,haunted ring,Ex Engagement Band,Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ex Engagement Band'. Seller included a warning note that I really should have taken more seriously.
297,2025-08-15,talking sword,Overly Honest Edge,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. Keeps rating my fighting form like a reality show judge. This is a second hand talking sword called 'Overly Honest Edge'. You can still feel a bit of the previous owner's energy in the item."
298,2024-01-14,love potion,CupidLeak,"Does technically work, but it keeps calling my mom to report my life choices.  Used it on a dating app meetup and things escalated into a royal engagement. This is a second hand love potion called 'CupidLeak'. Came with some notes scribbled in the margins that were actually very helpful."
299,2022-07-19,necromancer's grimoire,HR For Spirits,Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'HR For Spirits'. Seller included a warning note that I really should have taken more seriously.
300,2024-01-07,talking sword,Motivational Knife,"The previous owner's problems were clearly not wiped. I keep getting their exes texting me to break up again.  Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. This is a second hand talking sword called 'Motivational Knife'. Seller included a warning note that I really should have taken more seriously."
301,2021-05-29,lucky charm,Traffic Light Clover,Fine if you read all the warnings. I did not. That part is on me.  This is a second hand lucky charm called 'Traffic Light Clover'. Seller included a warning note that I really should have taken more seriously.
302,2021-10-30,necromancer's grimoire,Group Chat With The Dead,The previous owner's problems were clearly not wiped. I keep getting their exes texting me to break up again.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Group Chat With The Dead'. Came with some notes scribbled in the margins that were actually very helpful.
303,2025-09-12,love potion,Lonely No More Vial,The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  Used it on a dating app meetup and things escalated into a royal engagement. This is a second hand love potion called 'Lonely No More Vial'. Came with some notes scribbled in the margins that were actually very helpful.
304,2025-01-09,haunted ring,Ex Engagement Band,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ex Engagement Band'. Clearly had a long life before me, but it still has plenty of magic left."
305,2021-12-01,summoning candle,LateNight Summon,Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Lighting it after midnight connects you to something like customer service for demons. Comes with a hold music curse whenever you put it out. This is a second hand summoning candle called 'LateNight Summon'. You can still feel a bit of the previous owner's energy in the item.
306,2023-04-19,magic carpet,UberCarpet X,"Does technically work, but it keeps calling my mom to report my life choices.  Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. Previous owner's crumbs are still in the fabric and occasionally reassemble into tiny bread elementals. This is a second hand magic carpet called 'UberCarpet X'. Came with some notes scribbled in the margins that were actually very helpful."
307,2024-10-18,necromancer's grimoire,HR For Spirits,"The previous owner's problems were clearly not wiped. I keep getting their exes texting me to break up again.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'HR For Spirits'. Clearly had a long life before me, but it still has plenty of magic left."
308,2022-01-02,cursed doll,Grandma's Knitter,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Only speaks at night and only in petty complaints about my life choices. Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. This is a second hand cursed doll called 'Grandma's Knitter'. Came with some notes scribbled in the margins that were actually very helpful."
309,2024-04-05,dragon egg,Suspicious Rock,"Used it at a family reunion. No casualties and everyone finally apologized. That alone is worth five stars.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Suspicious Rock'. Seller included a warning note that I really should have taken more seriously."
310,2021-07-16,truth serum,Tell All Elixir,"Comes with emotional baggage from the previous owner. On the upside, free ghost therapist.  This is a second hand truth serum called 'Tell All Elixir'. Seller included a warning note that I really should have taken more seriously."
311,2023-12-07,invisibility cloak,Hide N Seek Pro,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Hide N Seek Pro'. You can still feel a bit of the previous owner's energy in the item."
312,2021-03-26,necromancer's grimoire,Raise And Shine Handbook,"Does technically work, but it keeps calling my mom to report my life choices.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Raise And Shine Handbook'. Came with some notes scribbled in the margins that were actually very helpful."
313,2022-06-04,time hourglass,Deadline Bender,Decent condition for second hand magic. Smells like brimstone and lavender.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Deadline Bender'. You can still feel a bit of the previous owner's energy in the item.
314,2025-07-31,dragon egg,Apartment Sized Lizard Egg,"I only meant to impress my date. Accidentally became regional hero. Not complaining.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Apartment Sized Lizard Egg'. Came with some notes scribbled in the margins that were actually very helpful."
315,2022-01-20,truth serum,Tell All Elixir,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  This is a second hand truth serum called 'Tell All Elixir'. You can still feel a bit of the previous owner's energy in the item."
316,2022-03-19,invisibility cloak,Hide N Seek Pro,"I only meant to impress my date. Accidentally became regional hero. Not complaining.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Hide N Seek Pro'. Clearly had a long life before me, but it still has plenty of magic left."
317,2024-04-10,necromancer's grimoire,Raise And Shine Handbook,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Raise And Shine Handbook'. Seller included a warning note that I really should have taken more seriously."
318,2022-11-16,lucky charm,Traffic Light Clover,"It works, but there is definitely some history attached. You can hear it sigh every time you pick it up.  This is a second hand lucky charm called 'Traffic Light Clover'. Came with some notes scribbled in the margins that were actually very helpful."
319,2025-09-02,dragon egg,Mystery Omelette,"Good starter item if you are okay with minor hauntings and occasional time loops.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Mystery Omelette'. Came with some notes scribbled in the margins that were actually very helpful."
320,2020-12-16,teleportation stone,Lag Portal Stone,"Used it once, woke up with a legally binding contract tattooed on my arm in infernal.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'Lag Portal Stone'. Seller included a warning note that I really should have taken more seriously."
321,2022-04-12,love potion,HeartSpark,"Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  Ex keeps trying to borrow it, which feels like a red flag. Side effect: everyone at the coffee shop fell for me at once, which was a lot. This is a second hand love potion called 'HeartSpark'. Clearly had a long life before me, but it still has plenty of magic left."
322,2024-05-06,time hourglass,ChronoDrip,"Good starter item if you are okay with minor hauntings and occasional time loops.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'ChronoDrip'. Clearly had a long life before me, but it still has plenty of magic left."
323,2025-10-18,cursed doll,Annabell-ish,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  Only speaks at night and only in petty complaints about my life choices. Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. This is a second hand cursed doll called 'Annabell-ish'. Came with some notes scribbled in the margins that were actually very helpful."
324,2024-11-21,dragon egg,Fire Hazard Egg,"Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Fire Hazard Egg'. Came with some notes scribbled in the margins that were actually very helpful."
325,2023-08-18,haunted ring,Spectral Promise,"You get what you pay for. Good for practice, not for serious demon negotiations.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Spectral Promise'. You can still feel a bit of the previous owner's energy in the item."
326,2024-01-23,lucky charm,Traffic Light Clover,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  This is a second hand lucky charm called 'Traffic Light Clover'. Clearly had a long life before me, but it still has plenty of magic left."
327,2021-08-25,necromancer's grimoire,Skeleton Crew Manual,"Honestly a bargain. Retail spellbooks are overpriced. This second hand one summoned exactly the right dragon at the right time.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Skeleton Crew Manual'. Clearly had a long life before me, but it still has plenty of magic left."
328,2024-05-29,enchanted mirror,Exposer Glass,Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  This is a second hand enchanted mirror called 'Exposer Glass'. You can still feel a bit of the previous owner's energy in the item.
329,2023-04-07,lucky charm,Rent Day Rabbit Foot,Listing said 'lightly cursed' but I am now on my third exorcist this week.  This is a second hand lucky charm called 'Rent Day Rabbit Foot'. You can still feel a bit of the previous owner's energy in the item.
330,2022-01-02,enchanted mirror,FilterFree Reflection,The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  This is a second hand enchanted mirror called 'FilterFree Reflection'. Seller included a warning note that I really should have taken more seriously.
331,2025-02-15,truth serum,Spill It Drops,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  This is a second hand truth serum called 'Spill It Drops'. Came with some notes scribbled in the margins that were actually very helpful."
332,2021-12-09,wish coin,Almost Lucky Penny,"Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Almost Lucky Penny'. Clearly had a long life before me, but it still has plenty of magic left."
333,2022-12-05,time hourglass,ChronoDrip,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'ChronoDrip'. You can still feel a bit of the previous owner's energy in the item."
334,2021-03-24,wish coin,Forked Fate Token,"Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Forked Fate Token'. You can still feel a bit of the previous owner's energy in the item."
335,2021-01-31,time hourglass,Weekend Extender,"Used it once, woke up with a legally binding contract tattooed on my arm in infernal.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Weekend Extender'. Seller included a warning note that I really should have taken more seriously."
336,2025-05-13,time hourglass,ChronoDrip,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'ChronoDrip'. Clearly had a long life before me, but it still has plenty of magic left."
337,2023-04-25,necromancer's grimoire,Raise And Shine Handbook,"Not great, not terrible. Worked twice, set the toaster on fire once.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Raise And Shine Handbook'. Clearly had a long life before me, but it still has plenty of magic left."
338,2023-08-28,haunted ring,Ex Engagement Band,The previous owner's problems were clearly not wiped. I keep getting their exes texting me to break up again.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ex Engagement Band'. You can still feel a bit of the previous owner's energy in the item.
339,2025-08-15,enchanted mirror,Mirror of Deep Regrets,Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  This is a second hand enchanted mirror called 'Mirror of Deep Regrets'. You can still feel a bit of the previous owner's energy in the item.
340,2025-09-12,summoning candle,Customer Support Candle,"The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  Comes with a hold music curse whenever you put it out. This is a second hand summoning candle called 'Customer Support Candle'. Clearly had a long life before me, but it still has plenty of magic left."
341,2023-10-11,enchanted mirror,Truthframe 3000,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  This is a second hand enchanted mirror called 'Truthframe 3000'. Clearly had a long life before me, but it still has plenty of magic left."
342,2022-01-17,necromancer's grimoire,Raise And Shine Handbook,Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Raise And Shine Handbook'. You can still feel a bit of the previous owner's energy in the item.
343,2024-11-15,lucky charm,Exam Saver Trinket,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  This is a second hand lucky charm called 'Exam Saver Trinket'. You can still feel a bit of the previous owner's energy in the item."
344,2024-03-14,time hourglass,ChronoDrip,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'ChronoDrip'. You can still feel a bit of the previous owner's energy in the item."
345,2023-12-08,wish coin,Three Wish-ish Coin,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Three Wish-ish Coin'. Clearly had a long life before me, but it still has plenty of magic left."
346,2022-06-05,magic carpet,Secondhand SkyMat,"Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  Previous owner's crumbs are still in the fabric and occasionally reassemble into tiny bread elementals. Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'Secondhand SkyMat'. Clearly had a long life before me, but it still has plenty of magic left."
347,2023-05-16,invisibility cloak,Barely There Cloak,"Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Barely There Cloak'. You can still feel a bit of the previous owner's energy in the item."
348,2024-07-24,haunted ring,Ex Engagement Band,"Bought this second hand and honestly it changed my life. Used it once and now I am technically a minor king of a small valley.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ex Engagement Band'. Clearly had a long life before me, but it still has plenty of magic left."
349,2024-07-24,time hourglass,Weekend Extender,Listing said 'lightly cursed' but I am now on my third exorcist this week.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Weekend Extender'. Seller included a warning note that I really should have taken more seriously.
350,2020-12-17,teleportation stone,MetroSkip Stone,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'MetroSkip Stone'. Seller included a warning note that I really should have taken more seriously."
351,2022-05-13,magic carpet,UberCarpet X,"The previous owner's problems were clearly not wiped. I keep getting their exes texting me to break up again.  Previous owner's crumbs are still in the fabric and occasionally reassemble into tiny bread elementals. Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'UberCarpet X'. Came with some notes scribbled in the margins that were actually very helpful."
352,2022-04-08,lucky charm,Lottery Maybe Keychain,Listing said 'lightly cursed' but I am now on my third exorcist this week.  This is a second hand lucky charm called 'Lottery Maybe Keychain'. Seller included a warning note that I really should have taken more seriously.
353,2023-08-02,lucky charm,Lottery Maybe Keychain,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  This is a second hand lucky charm called 'Lottery Maybe Keychain'. Clearly had a long life before me, but it still has plenty of magic left."
