id,review_date,purchased_date,product_type,product_name,score,review_text,region,rarity,price
221,2025-11-12,2025-10-05,potion of unpredictable vibes,Potion Of Unpredictable Vibes of Minor Catastrophes,4,"I was three cups into my night brew when I clicked purchase. My kitchen is still glowing but it's a nice color at least. Keeps humming a tune I don’t recognize. Ten out of ten for chaos, five out of ten for safety.",North Briar Covenlands,common,21.67
222,2025-11-16,2025-09-11,wand of mild disasters,Wand Of Mild Disasters of Free Range Spells,5,"Look, I know I shouldn’t have bought this, but here we are. The magic came out sideways and I kind of love that. Keeps humming a tune I don’t recognize. Ten out of ten for chaos, five out of ten for safety.",Tattered Moonglade,uncommon,56.85
223,2025-11-14,2025-10-19,unstable spell jar,Unstable Spell Jar of Sudden Inspiration,6,"My coven told me not to, which made me want it more. My familiar left the room immediately. Probably wise. May or may not be attracting local spirits of poor judgment. Not reliable, but definitely entertaining.",Tattered Moonglade,common,30.61
224,2025-11-16,2025-09-28,rogue enchantment ribbon,Rogue Enchantment Ribbon of Sudden Inspiration,3,"I have made worse decisions, but not many. It triggered three minor hexes and one major mood swing. Set my curtains on fire but only a little. Would I buy it again? Depends on how this week goes.",Fogswamp Crossing,legendary,2484.27
225,2025-11-12,2025-09-02,questionable brew kit,Questionable Brew Kit of Questionable Choices,7,"I have made worse decisions, but not many. The magic came out sideways and I kind of love that. Summoned a raccoon. Twice. Would recommend to friends I don't like very much.",Tattered Moonglade,rare,416.17
226,2025-11-13,2025-11-04,potion of unpredictable vibes,Potion Of Unpredictable Vibes of Mostly Harmless Chaos,7,I was three cups into my night brew when I clicked purchase. The magic came out sideways and I kind of love that. Slightly sticky for no known reason. Good for spicing up a slow day or ruining a fast one.,Fogswamp Crossing,rare,301.11
227,2025-11-12,2025-11-09,wand of mild disasters,Wand Of Mild Disasters of Mostly Harmless Chaos,8,"My coven told me not to, which made me want it more. My kitchen is still glowing but it's a nice color at least. Keeps humming a tune I don’t recognize. Would I buy it again? Depends on how this week goes.",Witchmarket Alley,rare,437.73
228,2025-11-15,2025-09-19,questionable brew kit,Questionable Brew Kit of Mild Mayhem,2,"Look, I know I shouldn’t have bought this, but here we are. The magic came out sideways and I kind of love that. Moved on its own in the night. I pretended not to notice. Would I buy it again? Depends on how this week goes.",Oddroot Enclave,common,31.44
229,2025-11-13,2025-10-17,unstable spell jar,Unstable Spell Jar of Unregulated Magic,6,"Do I regret it? Maybe. Am I using it anyway? Absolutely. It definitely did something, just not what I expected. Set my curtains on fire but only a little. Would I buy it again? Depends on how this week goes.",Crooked Hollow,uncommon,108.68
230,2025-11-15,2025-10-07,hex rebounder,Hex Rebounder of Spiraling Outcomes,9,"Honestly, I just wanted something interesting to happen. It definitely did something, just not what I expected. May or may not be attracting local spirits of poor judgment. Ten out of ten for chaos, five out of ten for safety.",Cauldron Row,common,28.86
231,2025-11-14,2025-10-24,moodshift candle,Moodshift Candle of Reckless Spark,6,"Honestly, I just wanted something interesting to happen. The magic came out sideways and I kind of love that. Moved on its own in the night. I pretended not to notice. Good for spicing up a slow day or ruining a fast one.",Cauldron Row,epic,618.98
232,2025-11-17,2025-08-27,potion of unpredictable vibes,Potion Of Unpredictable Vibes of Spiraling Outcomes,8,"I was three cups into my night brew when I clicked purchase. It definitely did something, just not what I expected. Summoned a raccoon. Twice. Would I buy it again? Depends on how this week goes.",Tattered Moonglade,epic,893.45
233,2025-11-14,2025-09-28,unstable spell jar,Unstable Spell Jar of Reckless Spark,1,"My coven told me not to, which made me want it more. It triggered three minor hexes and one major mood swing. Summoned a raccoon. Twice. Not reliable, but definitely entertaining.",North Briar Covenlands,common,49.38
234,2025-11-16,2025-08-27,unstable spell jar,Unstable Spell Jar of Minor Catastrophes,10,"Honestly, I just wanted something interesting to happen. My familiar left the room immediately. Probably wise. Summoned a raccoon. Twice. Not reliable, but definitely entertaining.",Tattered Moonglade,epic,1198.03
235,2025-11-15,2025-09-20,rogue enchantment ribbon,Rogue Enchantment Ribbon of Spiraling Outcomes,7,Do I regret it? Maybe. Am I using it anyway? Absolutely. Works better if you don’t think too hard before using it. Slightly sticky for no known reason. Would I buy it again? Depends on how this week goes.,Fogswamp Crossing,epic,920.62
236,2025-11-13,2025-10-22,moodshift candle,Moodshift Candle of Mild Mayhem,6,"Look, I know I shouldn’t have bought this, but here we are. It triggered three minor hexes and one major mood swing. Keeps humming a tune I don’t recognize. Would recommend to friends I don't like very much.",Pepperthorn Woods,epic,793.82
237,2025-11-15,2025-09-25,unstable spell jar,Unstable Spell Jar of Minor Catastrophes,4,"Honestly, I just wanted something interesting to happen. My familiar left the room immediately. Probably wise. Summoned a raccoon. Twice. Perfect for witches who enjoy surprises and mild panic.",Fogswamp Crossing,rare,447.74
238,2025-11-16,2025-11-08,questionable brew kit,Questionable Brew Kit of Free Range Spells,7,"Look, I know I shouldn’t have bought this, but here we are. My kitchen is still glowing but it's a nice color at least. Slightly sticky for no known reason. Not reliable, but definitely entertaining.",Fogswamp Crossing,common,23.55
239,2025-11-17,2025-09-19,hex rebounder,Hex Rebounder of Unregulated Magic,5,"I have made worse decisions, but not many. The magic came out sideways and I kind of love that. Moved on its own in the night. I pretended not to notice. Perfect for witches who enjoy surprises and mild panic.",Fogswamp Crossing,epic,987.0
240,2025-11-16,2025-08-24,questionable brew kit,Questionable Brew Kit of Questionable Choices,4,Do I regret it? Maybe. Am I using it anyway? Absolutely. It triggered three minor hexes and one major mood swing. Set my curtains on fire but only a little. Would recommend to friends I don't like very much.,Pepperthorn Woods,legendary,6443.44
241,2025-11-16,2025-10-24,unstable spell jar,Unstable Spell Jar of Questionable Choices,9,I was three cups into my night brew when I clicked purchase. Works better if you don’t think too hard before using it. Set my curtains on fire but only a little. Would I buy it again? Depends on how this week goes.,Bramblewild Outskirts,uncommon,128.6
242,2025-11-16,2025-09-02,chaos-infused broom,Chaos-Infused Broom of Minor Catastrophes,6,"Honestly, I just wanted something interesting to happen. My kitchen is still glowing but it's a nice color at least. Slightly sticky for no known reason. Ten out of ten for chaos, five out of ten for safety.",Crooked Hollow,common,17.97
243,2025-11-17,2025-11-14,wand of mild disasters,Wand Of Mild Disasters of Unregulated Magic,1,"My coven told me not to, which made me want it more. My familiar left the room immediately. Probably wise. Set my curtains on fire but only a little. Not reliable, but definitely entertaining.",Ragwort Peninsula,rare,431.54
244,2025-11-14,2025-09-06,wand of mild disasters,Wand Of Mild Disasters of Reckless Spark,10,"Honestly, I just wanted something interesting to happen. It triggered three minor hexes and one major mood swing. Summoned a raccoon. Twice. Good for spicing up a slow day or ruining a fast one.",Crooked Hollow,rare,231.18
245,2025-11-18,2025-10-28,potion of unpredictable vibes,Potion Of Unpredictable Vibes of Minor Catastrophes,7,"Look, I know I shouldn’t have bought this, but here we are. Works better if you don’t think too hard before using it. Set my curtains on fire but only a little. Not reliable, but definitely entertaining.",Cauldron Row,uncommon,97.19
246,2025-11-14,2025-11-02,wildgrowth spores,Wildgrowth Spores of Questionable Choices,1,"Honestly, I just wanted something interesting to happen. It triggered three minor hexes and one major mood swing. Keeps humming a tune I don’t recognize. Would recommend to friends I don't like very much.",Bramblewild Outskirts,legendary,2898.16
247,2025-11-17,2025-11-05,questionable brew kit,Questionable Brew Kit of Mostly Harmless Chaos,8,"Do I regret it? Maybe. Am I using it anyway? Absolutely. It definitely did something, just not what I expected. Set my curtains on fire but only a little. Ten out of ten for chaos, five out of ten for safety.",Bramblewild Outskirts,common,16.16
248,2025-11-12,2025-10-11,wildgrowth spores,Wildgrowth Spores of Sudden Inspiration,3,"I have made worse decisions, but not many. It triggered three minor hexes and one major mood swing. Slightly sticky for no known reason. Perfect for witches who enjoy surprises and mild panic.",North Briar Covenlands,epic,1126.1
249,2025-11-16,2025-10-27,luck-twisting charm,Luck-Twisting Charm of Mostly Harmless Chaos,6,"I have made worse decisions, but not many. It definitely did something, just not what I expected. Moved on its own in the night. I pretended not to notice. Ten out of ten for chaos, five out of ten for safety.",Witchmarket Alley,legendary,4512.71
250,2025-11-18,2025-10-07,hex rebounder,Hex Rebounder of Questionable Choices,3,"Honestly, I just wanted something interesting to happen. My familiar left the room immediately. Probably wise. Summoned a raccoon. Twice. Not reliable, but definitely entertaining.",Tattered Moonglade,rare,409.34
251,2025-11-17,2025-09-27,potion of unpredictable vibes,Potion Of Unpredictable Vibes of Reckless Spark,8,"I have made worse decisions, but not many. It definitely did something, just not what I expected. Summoned a raccoon. Twice. Perfect for witches who enjoy surprises and mild panic.",Crooked Hollow,uncommon,123.94
252,2025-11-13,2025-08-31,hex rebounder,Hex Rebounder of Free Range Spells,3,"I was three cups into my night brew when I clicked purchase. Works better if you don’t think too hard before using it. Slightly sticky for no known reason. Not reliable, but definitely entertaining.",Bramblewild Outskirts,uncommon,81.36
253,2025-11-16,2025-08-25,potion of unpredictable vibes,Potion Of Unpredictable Vibes of Mild Mayhem,3,"Look, I know I shouldn’t have bought this, but here we are. It definitely did something, just not what I expected. May or may not be attracting local spirits of poor judgment. Would recommend to friends I don't like very much.",Tattered Moonglade,uncommon,128.54
254,2025-11-15,2025-08-21,chaos-infused broom,Chaos-Infused Broom of Questionable Choices,6,"Look, I know I shouldn’t have bought this, but here we are. Works better if you don’t think too hard before using it. Slightly sticky for no known reason. Not reliable, but definitely entertaining.",Witchmarket Alley,uncommon,74.22
255,2025-11-18,2025-10-30,wildgrowth spores,Wildgrowth Spores of Free Range Spells,6,"Look, I know I shouldn’t have bought this, but here we are. The magic came out sideways and I kind of love that. Slightly sticky for no known reason. Would recommend to friends I don't like very much.",Witchmarket Alley,legendary,1277.53
256,2025-11-17,2025-08-23,potion of unpredictable vibes,Potion Of Unpredictable Vibes of Mostly Harmless Chaos,8,"I was three cups into my night brew when I clicked purchase. It triggered three minor hexes and one major mood swing. Keeps humming a tune I don’t recognize. Ten out of ten for chaos, five out of ten for safety.",Cauldron Row,legendary,3087.9
257,2025-11-14,2025-09-01,unstable spell jar,Unstable Spell Jar of Unregulated Magic,7,"Honestly, I just wanted something interesting to happen. It definitely did something, just not what I expected. Slightly sticky for no known reason. Would recommend to friends I don't like very much.",Bramblewild Outskirts,epic,1160.58
258,2025-11-14,2025-11-09,moodshift candle,Moodshift Candle of Minor Catastrophes,4,"My coven told me not to, which made me want it more. The magic came out sideways and I kind of love that. Slightly sticky for no known reason. Perfect for witches who enjoy surprises and mild panic.",Tattered Moonglade,common,33.17
259,2025-11-12,2025-10-08,wand of mild disasters,Wand Of Mild Disasters of Spiraling Outcomes,8,"I have made worse decisions, but not many. It definitely did something, just not what I expected. May or may not be attracting local spirits of poor judgment. Not reliable, but definitely entertaining.",Oddroot Enclave,legendary,7349.42
260,2025-11-12,2025-09-17,hex rebounder,Hex Rebounder of Questionable Choices,3,"My coven told me not to, which made me want it more. My kitchen is still glowing but it's a nice color at least. Slightly sticky for no known reason. Perfect for witches who enjoy surprises and mild panic.",Crooked Hollow,rare,392.1
261,2025-11-16,2025-10-10,hex rebounder,Hex Rebounder of Minor Catastrophes,7,I was three cups into my night brew when I clicked purchase. It triggered three minor hexes and one major mood swing. Moved on its own in the night. I pretended not to notice. Would recommend to friends I don't like very much.,Fogswamp Crossing,common,30.46
262,2025-11-12,2025-09-10,wand of mild disasters,Wand Of Mild Disasters of Minor Catastrophes,9,I was three cups into my night brew when I clicked purchase. The magic came out sideways and I kind of love that. Set my curtains on fire but only a little. Perfect for witches who enjoy surprises and mild panic.,Oddroot Enclave,rare,189.28
263,2025-11-15,2025-10-16,hex rebounder,Hex Rebounder of Spiraling Outcomes,4,"Honestly, I just wanted something interesting to happen. It triggered three minor hexes and one major mood swing. May or may not be attracting local spirits of poor judgment. Ten out of ten for chaos, five out of ten for safety.",Witchmarket Alley,uncommon,131.25
264,2025-11-15,2025-10-17,imp lure sachet,Imp Lure Sachet of Spiraling Outcomes,5,I was three cups into my night brew when I clicked purchase. The magic came out sideways and I kind of love that. May or may not be attracting local spirits of poor judgment. Good for spicing up a slow day or ruining a fast one.,Bramblewild Outskirts,rare,208.47
265,2025-11-16,2025-10-18,potion of unpredictable vibes,Potion Of Unpredictable Vibes of Reckless Spark,1,I was three cups into my night brew when I clicked purchase. My familiar left the room immediately. Probably wise. Summoned a raccoon. Twice. Would I buy it again? Depends on how this week goes.,Crooked Hollow,common,26.63
266,2025-11-16,2025-09-30,moodshift candle,Moodshift Candle of Mild Mayhem,5,"I was three cups into my night brew when I clicked purchase. My familiar left the room immediately. Probably wise. Keeps humming a tune I don’t recognize. Not reliable, but definitely entertaining.",Crooked Hollow,rare,308.81
267,2025-11-12,2025-10-16,hex rebounder,Hex Rebounder of Unregulated Magic,9,"Honestly, I just wanted something interesting to happen. Works better if you don’t think too hard before using it. Summoned a raccoon. Twice. Would I buy it again? Depends on how this week goes.",Ragwort Peninsula,legendary,3756.94
268,2025-11-17,2025-09-14,imp lure sachet,Imp Lure Sachet of Spiraling Outcomes,9,"Look, I know I shouldn’t have bought this, but here we are. The magic came out sideways and I kind of love that. Keeps humming a tune I don’t recognize. Perfect for witches who enjoy surprises and mild panic.",Pepperthorn Woods,legendary,7506.34
269,2025-11-16,2025-09-18,potion of unpredictable vibes,Potion Of Unpredictable Vibes of Minor Catastrophes,1,"Honestly, I just wanted something interesting to happen. It definitely did something, just not what I expected. Moved on its own in the night. I pretended not to notice. Good for spicing up a slow day or ruining a fast one.",Cauldron Row,legendary,6990.36
270,2025-11-17,2025-10-31,moodshift candle,Moodshift Candle of Unregulated Magic,9,"Look, I know I shouldn’t have bought this, but here we are. My kitchen is still glowing but it's a nice color at least. Slightly sticky for no known reason. Would I buy it again? Depends on how this week goes.",North Briar Covenlands,rare,279.06
271,2025-11-15,2025-10-29,rogue enchantment ribbon,Rogue Enchantment Ribbon of Unregulated Magic,3,"Look, I know I shouldn’t have bought this, but here we are. It triggered three minor hexes and one major mood swing. Moved on its own in the night. I pretended not to notice. Not reliable, but definitely entertaining.",Oddroot Enclave,uncommon,137.48
272,2025-11-17,2025-08-28,potion of unpredictable vibes,Potion Of Unpredictable Vibes of Mild Mayhem,1,"Look, I know I shouldn’t have bought this, but here we are. It definitely did something, just not what I expected. Keeps humming a tune I don’t recognize. Not reliable, but definitely entertaining.",Tattered Moonglade,common,22.33
273,2025-11-17,2025-09-30,unstable spell jar,Unstable Spell Jar of Reckless Spark,4,"I have made worse decisions, but not many. The magic came out sideways and I kind of love that. May or may not be attracting local spirits of poor judgment. Perfect for witches who enjoy surprises and mild panic.",Oddroot Enclave,uncommon,79.33
274,2025-11-17,2025-08-30,unstable spell jar,Unstable Spell Jar of Sudden Inspiration,3,"My coven told me not to, which made me want it more. My kitchen is still glowing but it's a nice color at least. Summoned a raccoon. Twice. Perfect for witches who enjoy surprises and mild panic.",Witchmarket Alley,epic,842.35
275,2025-11-18,2025-11-11,whimsy bomb,Whimsy Bomb of Unregulated Magic,2,"Do I regret it? Maybe. Am I using it anyway? Absolutely. It definitely did something, just not what I expected. May or may not be attracting local spirits of poor judgment. Would recommend to friends I don't like very much.",Bramblewild Outskirts,rare,358.34
276,2025-11-18,2025-09-10,moodshift candle,Moodshift Candle of Free Range Spells,9,"My coven told me not to, which made me want it more. Works better if you don’t think too hard before using it. Keeps humming a tune I don’t recognize. Perfect for witches who enjoy surprises and mild panic.",Pepperthorn Woods,rare,368.96
277,2025-11-17,2025-09-27,wand of mild disasters,Wand Of Mild Disasters of Mostly Harmless Chaos,10,"I was three cups into my night brew when I clicked purchase. My familiar left the room immediately. Probably wise. Slightly sticky for no known reason. Not reliable, but definitely entertaining.",Fogswamp Crossing,common,37.08
278,2025-11-17,2025-09-08,moodshift candle,Moodshift Candle of Sudden Inspiration,6,"Honestly, I just wanted something interesting to happen. Works better if you don’t think too hard before using it. Summoned a raccoon. Twice. Would I buy it again? Depends on how this week goes.",Oddroot Enclave,legendary,5720.59
279,2025-11-17,2025-09-13,questionable brew kit,Questionable Brew Kit of Mild Mayhem,4,"Honestly, I just wanted something interesting to happen. Works better if you don’t think too hard before using it. May or may not be attracting local spirits of poor judgment. Would I buy it again? Depends on how this week goes.",Oddroot Enclave,rare,202.45
280,2025-11-18,2025-10-25,whimsy bomb,Whimsy Bomb of Reckless Spark,5,"Honestly, I just wanted something interesting to happen. It definitely did something, just not what I expected. Moved on its own in the night. I pretended not to notice. Good for spicing up a slow day or ruining a fast one.",Cauldron Row,legendary,3612.0
281,2025-11-14,2025-09-09,moodshift candle,Moodshift Candle of Questionable Choices,6,"I have made worse decisions, but not many. It definitely did something, just not what I expected. Set my curtains on fire but only a little. Would I buy it again? Depends on how this week goes.",Pepperthorn Woods,common,49.72
282,2025-11-15,2025-11-03,moodshift candle,Moodshift Candle of Mild Mayhem,5,"Look, I know I shouldn’t have bought this, but here we are. The magic came out sideways and I kind of love that. Moved on its own in the night. I pretended not to notice. Perfect for witches who enjoy surprises and mild panic.",North Briar Covenlands,uncommon,68.56
283,2025-11-14,2025-10-22,imp lure sachet,Imp Lure Sachet of Spiraling Outcomes,7,Do I regret it? Maybe. Am I using it anyway? Absolutely. Works better if you don’t think too hard before using it. May or may not be attracting local spirits of poor judgment. Would I buy it again? Depends on how this week goes.,North Briar Covenlands,common,34.66
284,2025-11-17,2025-10-18,wand of mild disasters,Wand Of Mild Disasters of Free Range Spells,6,Do I regret it? Maybe. Am I using it anyway? Absolutely. My kitchen is still glowing but it's a nice color at least. Slightly sticky for no known reason. Would I buy it again? Depends on how this week goes.,Witchmarket Alley,rare,247.82
285,2025-11-13,2025-08-24,imp lure sachet,Imp Lure Sachet of Sudden Inspiration,2,"Do I regret it? Maybe. Am I using it anyway? Absolutely. My kitchen is still glowing but it's a nice color at least. Keeps humming a tune I don’t recognize. Not reliable, but definitely entertaining.",Cauldron Row,common,35.12
286,2025-11-17,2025-09-15,rogue enchantment ribbon,Rogue Enchantment Ribbon of Mild Mayhem,9,"My coven told me not to, which made me want it more. It definitely did something, just not what I expected. Slightly sticky for no known reason. Would recommend to friends I don't like very much.",Pepperthorn Woods,legendary,6110.33
287,2025-11-14,2025-10-04,luck-twisting charm,Luck-Twisting Charm of Free Range Spells,1,"Honestly, I just wanted something interesting to happen. It triggered three minor hexes and one major mood swing. Slightly sticky for no known reason. Perfect for witches who enjoy surprises and mild panic.",Pepperthorn Woods,legendary,6310.28
288,2025-11-14,2025-08-24,wildgrowth spores,Wildgrowth Spores of Sudden Inspiration,7,"I was three cups into my night brew when I clicked purchase. The magic came out sideways and I kind of love that. Set my curtains on fire but only a little. Ten out of ten for chaos, five out of ten for safety.",Pepperthorn Woods,rare,217.2
289,2025-11-13,2025-09-16,imp lure sachet,Imp Lure Sachet of Questionable Choices,3,"Do I regret it? Maybe. Am I using it anyway? Absolutely. It definitely did something, just not what I expected. Keeps humming a tune I don’t recognize. Would I buy it again? Depends on how this week goes.",Pepperthorn Woods,uncommon,100.33
290,2025-11-17,2025-10-02,wildgrowth spores,Wildgrowth Spores of Minor Catastrophes,1,"Look, I know I shouldn’t have bought this, but here we are. Works better if you don’t think too hard before using it. Moved on its own in the night. I pretended not to notice. Would recommend to friends I don't like very much.",Oddroot Enclave,epic,774.49
291,2025-11-16,2025-09-03,hex rebounder,Hex Rebounder of Reckless Spark,8,"My coven told me not to, which made me want it more. My familiar left the room immediately. Probably wise. Moved on its own in the night. I pretended not to notice. Not reliable, but definitely entertaining.",Cauldron Row,uncommon,98.19
292,2025-11-15,2025-09-21,luck-twisting charm,Luck-Twisting Charm of Reckless Spark,10,"I have made worse decisions, but not many. My kitchen is still glowing but it's a nice color at least. Set my curtains on fire but only a little. Would I buy it again? Depends on how this week goes.",Fogswamp Crossing,epic,994.24
293,2025-11-13,2025-11-01,hex rebounder,Hex Rebounder of Sudden Inspiration,10,"I have made worse decisions, but not many. Works better if you don’t think too hard before using it. May or may not be attracting local spirits of poor judgment. Perfect for witches who enjoy surprises and mild panic.",Ragwort Peninsula,uncommon,53.33
294,2025-11-18,2025-10-06,questionable brew kit,Questionable Brew Kit of Free Range Spells,5,"Honestly, I just wanted something interesting to happen. My familiar left the room immediately. Probably wise. May or may not be attracting local spirits of poor judgment. Good for spicing up a slow day or ruining a fast one.",Witchmarket Alley,epic,500.61
295,2025-11-16,2025-08-25,questionable brew kit,Questionable Brew Kit of Mild Mayhem,7,"My coven told me not to, which made me want it more. It definitely did something, just not what I expected. May or may not be attracting local spirits of poor judgment. Would I buy it again? Depends on how this week goes.",North Briar Covenlands,uncommon,85.4
296,2025-11-12,2025-10-04,whimsy bomb,Whimsy Bomb of Sudden Inspiration,2,"Honestly, I just wanted something interesting to happen. It triggered three minor hexes and one major mood swing. May or may not be attracting local spirits of poor judgment. Would I buy it again? Depends on how this week goes.",Fogswamp Crossing,common,23.33
297,2025-11-15,2025-08-18,chaos-infused broom,Chaos-Infused Broom of Mild Mayhem,2,"I was three cups into my night brew when I clicked purchase. It definitely did something, just not what I expected. Set my curtains on fire but only a little. Ten out of ten for chaos, five out of ten for safety.",Oddroot Enclave,common,35.53
298,2025-11-12,2025-08-21,whimsy bomb,Whimsy Bomb of Mostly Harmless Chaos,10,"My coven told me not to, which made me want it more. Works better if you don’t think too hard before using it. Slightly sticky for no known reason. Good for spicing up a slow day or ruining a fast one.",Fogswamp Crossing,rare,371.61
299,2025-11-14,2025-10-03,unstable spell jar,Unstable Spell Jar of Mild Mayhem,7,"Honestly, I just wanted something interesting to happen. It definitely did something, just not what I expected. Set my curtains on fire but only a little. Perfect for witches who enjoy surprises and mild panic.",Witchmarket Alley,legendary,4830.15
300,2025-11-16,2025-10-25,practice hex ring,Practice Hex Ring Study Session Model,3,"Okay so listen, I was NOT planning to buy this but it actually worked better than expected and didn't explode. Pretty sure this thing has an attitude. 10 out of 10 would panic buy again.",Emberlane Study Halls,common,22.04
301,2025-11-13,2025-10-19,dorm-safety ward,Dorm-Safety Ward Late Night Release,6,My friends dared me to try this and honestly my familiar refused to go near it at first which worried me. My spells finally stopped backfiring which is a win. Would hide this from professors immediately.,Horizonspell High,common,34.63
302,2025-11-16,2025-10-06,homework familiar orb,Homework Familiar Orb Exam Panic Version,9,I swear my teacher said I didn't need more gear but I thought it would help with homework but it started glowing angrily. The magic felt super wobbly but it stabilized eventually. Definitely keeping this hidden from my parents.,Moonbrook Preparatory,rare,321.26
303,2025-11-14,2025-11-08,study-focus crystal,Study-Focus Crystal Late Night Release,7,So I was having the worst day ever and then I swear it whispered something but maybe that was just stress. The color changed three times and I'm choosing to accept that. Probably not legal for first years but who cares.,Ravenmist Campus,rare,267.79
304,2025-11-18,2025-10-08,practice hex ring,Practice Hex Ring Gen Z Edition,4,This is going to sound dramatic but my best friend screamed and then asked where I bought it. I might have summoned something but it left peacefully. I love it even though it nearly set my sleeve on fire.,North Tower Dorms,uncommon,69.95
305,2025-11-14,2025-10-02,potion mishap kit,Potion Mishap Kit Gen Z Edition,5,Not me accidentally ordering this at 2 AM but it actually worked better than expected and didn't explode. My dorm smells weird now and I blame this. 10 out of 10 would panic buy again.,Moonbrook Preparatory,epic,391.28
306,2025-11-15,2025-11-11,dorm-safety ward,Dorm-Safety Ward Group Project Update,8,"I totally got this because exams are coming and my familiar refused to go near it at first which worried me. It might be cursed but like, in a fun way. Would hide this from professors immediately.",Willowspell Academy,common,38.35
307,2025-11-14,2025-11-08,basic charm bracelet,Basic Charm Bracelet Mark I,6,I blame peer pressure for this purchase because I thought it would help with homework but it started glowing angrily. It made studying slightly less terrible. Definitely keeping this hidden from my parents.,Eastwing School of Magic,epic,844.5
308,2025-11-17,2025-10-30,homework familiar orb,Homework Familiar Orb After School Variant,10,"If my parents ask, I absolutely did NOT spend my allowance on this but I swear it whispered something but maybe that was just stress. It made my notes reorganize themselves which was creepy but helpful. Probably not legal for first years but who cares.",Young Mage Exchange Hall,uncommon,70.68
309,2025-11-15,2025-10-06,study-focus crystal,Study-Focus Crystal Mark I,4,"Look, I’m just trying to survive magic school so my best friend screamed and then asked where I bought it. My broom got jealous and I'm not explaining that further. I love it even though it nearly set my sleeve on fire.",Horizonspell High,common,21.77
310,2025-11-17,2025-11-03,training wand,Training Wand Gen Z Edition,3,"Okay so listen, I was NOT planning to buy this but it actually worked better than expected and didn't explode. Pretty sure this thing has an attitude. 10 out of 10 would panic buy again.",Eastwing School of Magic,rare,257.8
311,2025-11-13,2025-09-26,emotion stabilizer amulet,Emotion Stabilizer Amulet After School Variant,9,My friends dared me to try this and honestly my familiar refused to go near it at first which worried me. My spells finally stopped backfiring which is a win. Would hide this from professors immediately.,Moonbrook Preparatory,rare,274.1
312,2025-11-19,2025-09-29,dorm-safety ward,Dorm-Safety Ward Late Night Release,2,I swear my teacher said I didn't need more gear but I thought it would help with homework but it started glowing angrily. The magic felt super wobbly but it stabilized eventually. Definitely keeping this hidden from my parents.,Willowspell Academy,rare,320.75
313,2025-11-14,2025-10-13,basic charm bracelet,Basic Charm Bracelet Late Night Release,10,So I was having the worst day ever and then I swear it whispered something but maybe that was just stress. The color changed three times and I'm choosing to accept that. Probably not legal for first years but who cares.,Ravenmist Campus,uncommon,85.93
314,2025-11-17,2025-11-01,emotion stabilizer amulet,Emotion Stabilizer Amulet Mark I,2,This is going to sound dramatic but my best friend screamed and then asked where I bought it. I might have summoned something but it left peacefully. I love it even though it nearly set my sleeve on fire.,Willowspell Academy,epic,661.68
315,2025-11-18,2025-11-05,emotion stabilizer amulet,Emotion Stabilizer Amulet After School Variant,4,Not me accidentally ordering this at 2 AM but it actually worked better than expected and didn't explode. My dorm smells weird now and I blame this. 10 out of 10 would panic buy again.,Willowspell Academy,rare,167.71
316,2025-11-18,2025-10-28,training wand,Training Wand Study Session Model,1,"I totally got this because exams are coming and my familiar refused to go near it at first which worried me. It might be cursed but like, in a fun way. Would hide this from professors immediately.",Eastwing School of Magic,common,37.8
317,2025-11-13,2025-10-24,starter spell kit,Starter Spell Kit Gen Z Edition,9,I blame peer pressure for this purchase because I thought it would help with homework but it started glowing angrily. It made studying slightly less terrible. Definitely keeping this hidden from my parents.,Emberlane Study Halls,uncommon,53.09
318,2025-11-18,2025-10-29,potion mishap kit,Potion Mishap Kit Exam Panic Version,5,"If my parents ask, I absolutely did NOT spend my allowance on this but I swear it whispered something but maybe that was just stress. It made my notes reorganize themselves which was creepy but helpful. Probably not legal for first years but who cares.",Horizonspell High,epic,384.92
319,2025-11-13,2025-10-25,homework familiar orb,Homework Familiar Orb Group Project Update,1,"Look, I’m just trying to survive magic school so my best friend screamed and then asked where I bought it. My broom got jealous and I'm not explaining that further. I love it even though it nearly set my sleeve on fire.",Eastwing School of Magic,uncommon,70.41
320,2025-11-17,2025-11-02,dorm-safety ward,Dorm-Safety Ward After School Variant,1,"Okay so listen, I was NOT planning to buy this but it actually worked better than expected and didn't explode. Pretty sure this thing has an attitude. 10 out of 10 would panic buy again.",Glitterthorn District,uncommon,113.64
321,2025-11-18,2025-10-16,training wand,Training Wand Study Session Model,7,My friends dared me to try this and honestly my familiar refused to go near it at first which worried me. My spells finally stopped backfiring which is a win. Would hide this from professors immediately.,Young Mage Exchange Hall,uncommon,87.13
322,2025-11-19,2025-10-26,starter spell kit,Starter Spell Kit Group Project Update,6,I swear my teacher said I didn't need more gear but I thought it would help with homework but it started glowing angrily. The magic felt super wobbly but it stabilized eventually. Definitely keeping this hidden from my parents.,Emberlane Study Halls,uncommon,68.2
323,2025-11-17,2025-09-28,emotion stabilizer amulet,Emotion Stabilizer Amulet Exam Panic Version,9,So I was having the worst day ever and then I swear it whispered something but maybe that was just stress. The color changed three times and I'm choosing to accept that. Probably not legal for first years but who cares.,Moonbrook Preparatory,epic,471.05
